Nr;Text_vorher;UNG;Text_danach;Textstelle;Sprachraum;Jahr;Textsorte;Textstelle5;Erstglied;Lemma;NOM_V;FVG;Fremdwortbasis;Praefix;Numerus;Simplexbasis;Konstruktion;als_praep_Kompl;Prep_Det_Nom;Adj;Genitiv;Det;Prep;Anmerkungen
1093;ttwer spueren/ <l>2.*Monumentum erigendo,*</l> mit ;auffrichtung; eines  Grabmahls. Jacob richtet ein Mahl auff uebe;OMD-1650-KT-neu2.txt;OMD;1650;KT;neu2.txt;NA;Aufrichtung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;mit;NA
2392;he sie mit jhrem eigen Namen vnd Titel nennen/ zu ;Auffrichtung;  vnd zu Beschluss solches Vertrags/ von jhnen mit ;WMD-1620-ST-088.txt;WMD;1620;ST;088.txt;NA;Aufrichtung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;zu;NA
296;at Trier wederstant doin/ ind sich beschudden vur ;vprorungen;/ die ouermitz die wale_ intstain mochte. Jnd in s;WMD-1500-ST-013.txt;WMD;1500;ST;013.txt;NA;Aufruehrung;NA;NA;NEIN;auf;PL;NEIN;PREP_NOM;NEIN;NA;NA;NA;KEIN;vor;NA
1355;vnd Pauli vermoegent/ oder er sage mir/ warum_ bei ;aufsatzung; ditz Sacrament Christus seinen Jungern gesagt *Ho;OOBD-1530-KT-019.txt;OOBD;1530;KT;019.txt;NA;Aufsatzung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;bei;NA
2311;aetten/  Flecken vnnd Doerffer verfuegen/ dass solche ;auffsatzung;/  von jeder Person/ durch redliche Personen/  dar;WMD-1590-ST-070.txt;WMD;1590;ST;070.txt;NA;Aufsatzung;NA;NA;NEIN;auf;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
1336;ndigist/ so man redet vn_ handlet gottes wort vnd ;aufsatzung;/  da Christus selber ist/ vn_ sich zu ewiger gnad;OOBD-1530-KT-019.txt;OOBD;1530;KT;019.txt;NA;Aufsatzung;NA;NA;NEIN;auf;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
2957;wird zugemessen werden/ die mehrste Sorg vnd gute ;Auffsehung; auff sich selbsten zuhaben/ hiermit ermahnt seyn ;WOBD-1650-ST-095.txt;WOBD;1650;ST;095.txt;NA;Aufsehung;haben;NA;NEIN;auf;SG;NEIN;ADJ_NOM;NEIN;NA;gut;NA;KEIN;NA;NA
695; und der Kuechen.  5. Zu den Huener=Troegen.  6. Zur ;Auffsetzung; des Bronnens.  Gebachen=Steine muss man ein alss an;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Aufsetzung;NA;NA;NEIN;auf;SG;NEIN;PREP_DET_NOM_GEN;NEIN;JA;NA;postnom;b;zu;NA
3400;er Frue[?]hling sich erzeiget/ dass die Kaelte durch ;Auffsteigung; der Sonnen gebrochen wird/ wird alles wiederumb i;WOBD-1710-ST-133.txt;WOBD;1710;ST;133.txt;NA;Aufsteigung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;durch;NA
3311;ng/ nemlich/  dass es etwa Wehthum_ empfindet/ von ;Auffsteigung; der boesen Duenste/ welche auss dem Magen in das Hau;WOBD-1680-ST-116.txt;WOBD;1680;ST;116.txt;NA;Aufsteigung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;von;NA
3386;ht uebermaennige/ und dadurch verdrucke/  dass keine ;Auffwachsung; geschehen kan/ auch das minder dem groessern nicht ;WOBD-1710-ST-133.txt;WOBD;1710;ST;133.txt;NA;Aufwachsung;NA;NA;NEIN;auf;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
1772; ist mancher Kellner mehr beschaefftiget gewest in ;Auffzeichnung; nicht der Zech/ sonder der Zecher die er Morgents;OOBD-1680-KT-110.txt;OOBD;1680;KT;110.txt;NA;Aufzeichnung;NA;NA;NEIN;auf;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
1052;ch bewogen werden.  *III.* Auff die glueckliche[?] ;Ausbreitung; jhrer Religion/  vnd menge der jenigen/ die von t;OMD-1620-KT-085.txt;OMD;1620;KT;085.txt;NA;Ausbreitung;NA;NA;NEIN;aus;SG;NEIN;PREP_DET_ADJ_NOM_GEN;NEIN;JA;gluecklich;NA;b;auf;NA
1371;en leyb merckliche traege vn_ schwaermuetikait/  ;auss tringung; des schwayss/ mit Scheimparlicher anmaechtn vn_ abk;OOBD-1530-ST-021.txt;OOBD;1530;ST;021.txt;NA;Ausdringung;NA;NA;NEIN;aus;SG;NEIN;NOM_GEN;NEIN;NA;NA;postnom;KEIN;NA;NA
325;genennet/ darumb man in solchen[sic!] ;ausseinander bringung; der superficien/ oder arten mueglichsten fleiss fuer;NOBD-1560-ST-045.txt;NOBD;1560;ST;045.txt;NA;Auseinanderbringung;NA;NA;NEIN;NA;SG;NEIN;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;s;in;NA
927;se geschicht/ zum ersten das man das loch vnd die ;aussfressunge; mit einem subtilen  meisselchen ader messerchen v;OMD-1530-ST-neu.txt;OMD;1530;ST;neu.txt;NA;Ausfressung;NA;NA;NEIN;aus;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
933;eges inn das loch stillet den wehetagen.  Vor die ;aussfressung; der tzen vnd yhr wehetagung/ Nim Pfeffer/ Bertram;OMD-1530-ST-neu.txt;OMD;1530;ST;neu.txt;NA;Ausfressung;NA;NA;NEIN;aus;SG;NEIN;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;b;fuer;NA
138;le gerichts cost ausszurichte_/ vnd sol fuerter mit ;aussfuru_g; der endtschuldigten tat wie hernach in dem hunder;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Ausfuehrung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;mit;NA
488;--------------------[003]  *Votum* mit zimblicher ;aussfuerung; der sachen vnd notturfft/ die andere aber/  do si;NOBD-1620-ST-082.txt;NOBD;1620;ST;082.txt;NA;Ausfuehrung;NA;NA;NEIN;aus;SG;NEIN;PREP_ADJ_NOM_GEN;JA;NA;ziemlich;postnom;KEIN;mit;NA
2366;ern/ rc.</h1>  DJe *Iustification* vnd Gruendliche ;Aussfuehrung;/ dass der Durchleuchtigst/  Grossmaechtigst Fuerst vn;WMD-1620-ST-088.txt;WMD;1620;ST;088.txt;NA;Ausfuehrung;NA;NA;NEIN;aus;SG;NEIN;DET_ADJ_NOM;NEIN;NA;gruendlich;NA;b;NA;NA
2614;ehr eiffrig dahin bedacht/  wie er inzwischen die ;Ausfuehrung; seines laengst=gefassten grossen Vorhabens  auf ein;WMD-1710-ST-142.txt;WMD;1710;ST;142.txt;NA;Ausfuehrung;NA;NA;NEIN;aus;SG;NEIN;DET_NOM_GEN;NEIN;NA;NA;postnom;b;NA;NA
2422;  Fridsamkeit/ Aussstehung der verfolgung rc.  <h1>;Aussfuehrung;. </h1>  S. Augustinus ist vns schon vorgangen in ;WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;Ausfuehrung;NA;NA;NEIN;aus;SG;NEIN;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
2458;aget vmbsonst/ er  sey nit darvon aussgangen.  <h1>;Aussfuehrung;.</h1>  HIE erklaert sich der Gegenbedencker gnug/ ;WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;Ausfuehrung;NA;NA;NEIN;aus;SG;NEIN;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
2361;ten vnd Vngelehrten  Vrsach zu noch stattlicherer ;Aussfuehrung;/ vnd *robor*irung E. Koenigl. Majest.  Gerechtigke;WMD-1620-ST-088.txt;WMD;1620;ST;088.txt;NA;Ausfuehrung;NA;NA;NEIN;aus;SG;NEIN;PREP_ADJ_NOM_GEN;NEIN;NA;NA;postnom;KEIN;zu;NA
139;ehandelt werden/  vnd in diesem fall vor soelicher ;aussfurung; vn_ Sunder erkentnus peinliche frage nit geprauch;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Ausfuehrung;NA;NA;NEIN;aus;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;s;vor;NA
141;agten biss nach endung vorangezeigter recht licher ;aussfuerung; in gefencknus gehalten werden/ vnd dem ancleger/ ;NOBD-1500-ST-008.txt;NOBD;1500;ST;008.txt;NA;Ausfuehrung;NA;NA;NEIN;aus;SG;NEIN;ADJ_NOM;NEIN;NA;rechtlich;NA;KEIN;NA;NA
2365;lius* Probst zu Alten Ofen/ rc.   <h1>Summarische ;Aussfuehrung; vnd *Iustification* der Koenigl. Mayestaet  zu Hung;WMD-1620-ST-088.txt;WMD;1620;ST;088.txt;NA;Ausfuehrung;NA;NA;NEIN;aus;SG;NEIN;ADJ_NOM_GEN;NEIN;NA;summarisch;postnom;KEIN;NA;NA
920; munde gehalten ist guth fur den schmertzenn vnnd ;aussholung; der zene.%---------------------------------------;OMD-1530-ST-neu.txt;OMD;1530;ST;neu.txt;NA;Ausholung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;fuer;NA
926;-------------------[B3b]  Zum dritten das man die ;ausholung; wegk nimmet/ welchs auch auf zweyerley weyse gesc;OMD-1530-ST-neu.txt;OMD;1530;ST;neu.txt;NA;Ausholung;NA;NA;NEIN;aus;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
931;saltz/ also lange bas selbest zugehet.  Wider dye ;aussholung; vnd wetagu_g der tzen nim Pfeffer/ Bertram/ Galba;OMD-1530-ST-neu.txt;OMD;1530;ST;neu.txt;NA;Ausholung;NA;NA;NEIN;aus;SG;NEIN;PREP_DET_NOM_GEN;NEIN;NA;NA;postnom;b;wider;NA
707;r Thueren und Fenstern/ wie auch zu den Gibeln und ;Aussladung; desDachs/ von gebachenen Steinen/ nach Anleitung ;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Ausladung;NA;NA;NEIN;aus;SG;NEIN;PREP_DET_NOM_GEN;NEIN;JA;NA;postnom;b;zu;NA
2887;l die Gottsfoerchtigen/ Erstlich durch die falsche ;ausslegung; der H. Schrifft/ die er fuer das purlauter Wort Go;WOBD-1620-KT-079.txt;WOBD;1620;KT;079.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_DET_ADJ_NOM_GEN;NEIN;JA;falsch;NA;b;durch;NA
2897;n/ *C,*  den krummen Regenbogen/ mit angehenckter ;Ausslegung;": <z>Sihe Jch ""richt mit euch meinen Bund auff/ vn";WOBD-1620-ST-078.txt;WOBD;1620;ST;078.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_ADJ_NOM;JA;NA;angehaengt;NA;KEIN;mit;NA
348;dann hieruon in vnserer erklerung/ vnnd Teutschen ;ausslegung; der Buecher Vintruuij/  dessgleichen in sonderliche;NOBD-1560-ST-045.txt;NOBD;1560;ST;045.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_GEN_ADJ_NOM_GEN;JA;NA;deutsch;both;KEIN;in;NA
259;das kein weisssagung    in der schrifft auss aygner ;ausslegung; geschicht dann es ist nie kain weysssagung auss men;NOBD-1530-KT-027.txt;NOBD;1530;KT;027.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_ADJ_NOM;JA;NA;eigen;NA;KEIN;aus;NA
3292;h des Galeni[?] meynung/  in seinem Comment/ oder ;Ausslegung; am selbigen  Ort/ dass die Trunckenheit der Kalhei;WOBD-1680-ST-116.txt;WOBD;1680;ST;116.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_GEN_NOM;JA;NA;NA;prenom;s;in;NA
1613;- versis,* nach Luthers/ vnd der Protestierenden  ;ausslegung; verstanden hab. Kan[?] er aber solcher Prob/ so w;OOBD-1650-KT-neu.txt;OOBD;1650;KT;neu.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_GEN_NOM;JA;NA;NA;NA;s;nach;NA
2902;it vnderschiedlichen Exempeln darthut/  dass er in ;Ausslegung; der Traeum/ vnd vorsehung zukuenfftiger Dingen/  so;WOBD-1620-ST-078.txt;WOBD;1620;ST;078.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
1332;uel vnd grundtueste der warhait/ Also/ wann wir in ;ausslegung; gottes  wort stryttig/ vnd die rechten/ ewigen/ v;OOBD-1530-KT-019.txt;OOBD;1530;KT;019.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
2777;ach gehet es den Widertaeuffern/  in verstand vnnd ;ausslegung;  des worts/ Brotbrechen: wie  den Paebstlern in de;WOBD-1560-KT-043.txt;WOBD;1560;KT;043.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
2906;grund etliche die Lehr der Directionem/ so man in ;ausslegung; der Nativiteten vnd Geburtstunden gebraucht/ hoch;WOBD-1620-ST-078.txt;WOBD;1620;ST;078.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;in;NA
542;> Als Joseph dem Obersten Schencken Pharaonis mit ;Ausslegung; seines Traums einen angenehmen Dienst gethan/ vnd;NOBD-1650-KT-100.txt;NOBD;1650;KT;100.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;mit;NA
1330;clagt/ wasser vnnder den wein gemischt/  vnd nach ;ausslegung; Pauli/ der Eebruch in der geschrifft  beganngen/ ;OOBD-1530-KT-019.txt;OOBD;1530;KT;019.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;nach;NA
1335;rt ist/ was sy also lerent/ vnd mit vnbestendigen ;ausslegung; so offt verkerendt/  Demnach nun billich vnd von ;OOBD-1530-KT-019.txt;OOBD;1530;KT;019.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_ADJ_NOM;JA;NA;unbestaendig;NA;KEIN;mit;NA
2896;nd hochweiser Spruch diss sey/ ist ohn weitlaeuffig ;ausslegung; leicht zubegreiffen.  Heyliger Schrifft laufft er;WOBD-1620-ST-078.txt;WOBD;1620;ST;078.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_ADJ_NOM;JA;NA;weitlaeufig;NA;KEIN;ohne;NA
2282;  seynd vnd bleiben. Vnnd mit dieser Christlichen ;Ausslegung;  hoffen vn_ getrawen wir vor dem HERRN Jesu Chris;WMD-1590-KT-neu.txt;WMD;1590;KT;neu.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_DET_ADJ_NOM;NEIN;NA;christlich;NA;s;mit;NA
2;gknus geben/ souil das wir die hernachgeschriben  ;auslegung; vnd erklerung vber ettlich artickel aus den pueche;NOBD-1500-KT-009.txt;NOBD;1500;KT;009.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;DET_ADJ_NOM;NEIN;NA;hernschgeschrieben;NA;b;NA;NA
1057;Vnd die ;Ausslegung;jhnen machen sollen.;OMD-1620-ST-084.txt;OMD;1620;ST;084.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
1331;ifft  beganngen/ Wo aber der gemain verstandt vnd ;ausslegung; gesuocht werden soll/ hat vnns das ausserwelt vass/;OOBD-1530-KT-019.txt;OOBD;1530;KT;019.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
6;nunfft klanikait[sic!] vnd kuertze der zeit etlich ;auslegung; vnd erklerung  ettlicher vorgenantenn artickel do;NOBD-1500-KT-009.txt;NOBD;1500;KT;009.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
2285;arzu auss vneinigem Hertzen lehren. Wolan/ welche  ;Ausslegung; vber die eingefuehrte gemeldte Spruech der Schrifft;WMD-1590-KT-neu.txt;WMD;1590;KT;neu.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
1049;chkeit nicht kan gelaeugnet werden.  Haben sie vil ;Ausslegunge;_ ueber die Bibel geschrieben?  Die vnserigen haben;OMD-1620-KT-085.txt;OMD;1620;KT;085.txt;NA;Auslegung;NA;NA;NEIN;aus;PL;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
136;chkeit nicht kan gelaeugnet werden.  Haben sie vil ;Ausslegunge_; ueber die Bibel geschrieben?  Die vnserigen habens;OMD-1620-KT-085.txt;OMD;1620;KT;085.txt;NA;Auslegung;NA;NA;NEIN;aus;PL;NEIN;DET_NOM;NEIN;NA;NA;NA;s;NA;NA
2278;entheils Meynung verstanden/ nothwendiglich  eine ;Ausslegung; erfordern/ dieweil das Wort (Fleisch) sonst in se;WMD-1590-KT-neu.txt;WMD;1590;KT;neu.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;u;NA;NA
1621;emacht.  *Mart.* Diss ist nicht gewiss. *Pap.* Dein ;Ausslegung;/ ohne allen beweiss/ ist noch vngewiser. Vns hilff;OOBD-1650-KT-neu.txt;OOBD;1650;KT;neu.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
1337;estanden/ desselbigen  gleichn_ glaub/ relligion/ ;ausslegung;/ verstandt vnd niessung/ von auf. bis zuo niderga;OOBD-1530-KT-019.txt;OOBD;1530;KT;019.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;NOM;NEIN;NA;NA;NA;KEIN;NA;NA
36;ch verhoert aber der geistlich vrtailet alle ding. ;Ausslegung; der wort/ das ist. Er versteet vnd erkennt vnders;NOBD-1500-KT-009.txt;NOBD;1500;KT;009.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;NOM_GEN;NEIN;NA;NA;postnom;KEIN;NA;NA
1440;h fuhr Jhesus weg vber   das Meer/ rc.;Ausslegung; des Euangelij.</h1>  JM Buechlein Esther lesen wir;OOBD-1590-KT-056.txt;OOBD;1590;KT;056.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;NOM_GEN;NEIN;NA;NA;postnom;KEIN;NA;NA
2477; Wort nach auffsage/ wann man sich im sinn/ oder  ;ausslegung;/ oder auch in allen Articulen der Allgemeinen Kir;WMD-1650-KT-106.txt;WMD;1650;KT;106.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;in;NA
1333;erssmacher/ ja ain yedliches alts weiss/ ain sonder ;ausslegung; der geschrifft gesuocht/ Daher eruolget/  Dass an ;OOBD-1530-KT-019.txt;OOBD;1530;KT;019.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;NEIN;NA;NA;postnom;u;NA;NA
253; hernach bey E. F. G. dritte_ haubt artickel/ von ;ausslegung; Goetlicher schrifft sagend/ werde_ noch vil andere;NOBD-1530-KT-027.txt;NOBD;1530;KT;027.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;NEIN;NA;NA;postnom;KEIN;von;NA
1047;Lehrer bey vnsern Kirchen sich finden? Wie schoene ;Ausslegung; ueber die Bibel werden von jhnen geschrieben? Wie ;OMD-1620-KT-085.txt;OMD;1620;KT;085.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;ADJ_NOM;NEIN;NA;schoen;NA;KEIN;NA;NA
1341;han besessen/ vnd in ander sophistisch verdampten ;Ausslegung; gefuert/ machen auss ainem%------------------------;OOBD-1530-KT-019.txt;OOBD;1530;KT;019.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;PREP_DET_ADJ_NOM;NEIN;NA;verdammt;NA;s;in;NA
2279;RRN Christi/ sondern dess Spangenbergs verkehrter  ;Ausslegung;/ dass solcher Verstandt dem HErrn Christo in Sinn ;WMD-1590-KT-neu.txt;WMD;1590;KT;neu.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;GEN_ADJ_NOM;NEIN;NA;verkehrt;prenom;s;NA;NA
5015;und *Musici*ren aus der Kyrche abgeschaffet wissen wollte/ auch einst desswegen vor dem Rath zu Basel erschien/ und die darauf gerichtete *Supplication* absang/ mit dieser;Auslegung:;So verwunderlich und verdruesslich dem Rath diese seine abgesungene Bitte vorgekommen eben so ungereimt sey es auch ein Gebet vor GOTT abzusingen/ und noch darzu;NOBD-1710-KT-neu.txt;NOBD;1710;KT;neu.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;DEM;mit;NA
5014;solt damit beladen sein rc. Also haben die Juristen vnd Sophisten die Kirche regirt vnNASALSTRICH gelert bis her/ das Christus hat mit seiner lere vnd;auslegung/;jr narr/ vnd geuckler mussen sein/ Vnd thun dazu noch keine busse da fur/ sondern woltens noch gerne verteydigen/ vnd jre ver#fluchte schebichte Canones gern;OMD-1530-KT-neu.txt;OMD;1530;KT;neu.txt;NA;Auslegung;NA;NA;NEIN;aus;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
1831;tt den  Allmaechtigen als die erste Wahrheit/  mit ;Aussloeschung; dess natuerlichen Liechts/ und der menschlichen Ver;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Ausloeschung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;mit;NA
696;r Jnngebaeuen/ Jtem zu den Rigelwaenden  und dessen ;Aussmaurung; genommen.  10. Die kleine halbe Riegelsteine/ ode;NOBD-1680-ST-neu.txt;NOBD;1680;ST;neu.txt;NA;Ausmaurung;NA;NA;NEIN;aus;SG;NEIN;GEN_NOM;NEIN;NA;NA;prenom;s;NA;NA
2609;t=Stadt Barcelona/ dessgleichen  in America/ durch ;Auspluenderung; der Stadt Cartagena/  und von dort aus gluecklich ;WMD-1710-ST-142.txt;WMD;1710;ST;142.txt;NA;Auspluenderung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;durch;NA
1751;ass vor der beschehnen ordentlichen ausssaeuber: vnd ;aussrauchung; auch die gesunde verspoerte nit derein gehen koenne;OOBD-1650-ST-094.txt;OOBD;1650;ST;094.txt;NA;Ausrauchung;NA;NA;NEIN;aus;SG;NEIN;PREP_DET_ADJ_NOM;NEIN;JA;ordentlich;NA;b;vor;NA
3028;der vom Mond bedeckten Sonnen Coerpers welche nach ;Aussrechnung; der <l>*distantiaeSo-lis  à cauda Draconis*</l> 5;WOBD-1650-ST-095.txt;WOBD;1650;ST;095.txt;NA;Ausrechnung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;nach;NA
1482;ut besprechen/  vn_ also vnser Vernunfft nach die ;aussrechnung;%----[014]  machen sollen/ sondern der Wunderthae[t;OOBD-1590-KT-056.txt;OOBD;1590;KT;056.txt;NA;Ausrechnung;NA;NA;NEIN;aus;SG;NEIN;DET_NOM;NEIN;NA;NA;NA;b;NA;NA
896;chen zur zierung vnnd zu brauchung des essens vnd ;aussredung; der woerter gegeben sein/ wirt vnns von noetten sei;OMD-1530-ST-neu.txt;OMD;1530;ST;neu.txt;NA;Ausredung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;zu;NA
849;ich gege_ dem Rathe rechtuertige_ das er sich mit ;aussrichtung; der wirtschafft in allen stugken nach aussweisung ;OMD-1500-ST-neu.txt;OMD;1500;ST;neu.txt;NA;Ausrichtung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;mit;NA
193; auff mir/ als Pflegern gelegen.   Jnn guetlichen/ ;aussrichtungen;/ meiner Ambtssuerwaltung/  hab ich/ ain solchen br;OOBD-1590-ST-neu.txt;OOBD;1590;ST;neu.txt;NA;Ausrichtung;NA;NA;NEIN;aus;PL;NEIN;PREP_ADJ_NOM_GEN;NEIN;NA;guetlich;postnom;KEIN;in;NA
1473;.     DAs dritte Stuck/ ist von der Speisung vnnd ;aussrichtung; bey dieser Mahlzeit. Mit selbiger aber ist es so ;OOBD-1590-KT-056.txt;OOBD;1590;KT;056.txt;NA;Ausrichtung;NA;NA;NEIN;aus;SG;NEIN;PREP_DET_NOM;NEIN;NA;NA;NA;b;von;NA
847; was wesens ader stands dy seint: Die sollen nach ;aussatzung; der Rete ader vnser Statut vn_ die dyerne vmb der;OMD-1500-ST-neu.txt;OMD;1500;ST;neu.txt;NA;Aussatzung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;nach;NA
1739; da aber sich die vnwuerdigen  ober die beschehene ;aussschaffung;/ widerumb betretten lassen/ sollen sie an das Cre;OOBD-1650-ST-094.txt;OOBD;1650;ST;094.txt;NA;Ausschaffung;NA;NA;NEIN;aus;SG;NEIN;DET_ADJ_NOM;NEIN;NA;beschehen;NA;b;NA;NA
3346;rten Laester=wercklein hervor getretten/ und durch ;aussschaeumung; seines Pietistischen Drachen=giffts bezeuget/ dass;WOBD-1710-KT-neu.txt;WOBD;1710;KT;neu.txt;NA;Ausschaeumung;NA;NA;NEIN;aus;SG;NEIN;PREP_NOM_GEN;JA;NA;NA;postnom;KEIN;durch;NA
5016;Vorfahren zur Gnuege bewiesen/ dass man durch die so heilig-gehaltene Paebstliche Gottes-Dienste/ Z. E. der besondern Ordens-Kleidungen/ Rosen-Crantz/ Bilder-Verehrung/ und mancherley Kyrchen-Pomp/ Ornat/ und *Theatrali*scher;Ausschmueckung/;u. s. f. sich mehr versuendige/ als etwas Gutes ausrichte. Weil wir demnach anheute/ bey Einweihung unserer neuen wolklingenden Orgel/ in einem%-----------------------------------------------------------------[05] solchen Vorhaben begriffen;NOBD-1710-KT-neu.txt;NOBD;1710;KT;neu.txt;NA;Ausschmueckung;NA;NA;NEIN;aus;SG;NEIN;PREP_DET_ADJ_NOM;NEIN;NA;theatralisch;NA;b;durch;NA
1119; keine solche Búchstaben/ bey richtig= und voller ;Ausschreibung; der Woerter  haben/ die zuweilen ruhen/ zuweilen  ;OMD-1650-ST-101.txt;OMD;1650;ST;101.txt;NA;Ausschreibung;NA;NA;NEIN;aus;SG;NEIN;PREP_ADJ_NOM_GEN;JA;NA;voll;postnom;KEIN;bei;NA
266;meine Seel an dich heffte: ziehe jenen von seinen ;Aussschweiffungen;/ und dise von ihren Misstritten/ ruffe dise zwey e;OOBD-1710-KT-neu.txt;OOBD;1710;KT;neu.txt;NA;Ausschweifung;NA;NA;NEIN;aus;PL;NEIN;PREP_GEN_NOM;NEIN;NA;NA;prenom;s;von;NA
